고객ID,평균순수익,평균수량,Accessories,Android,Apparel,Bags,Bottles,Drinkware,Gift Cards,Headgear,Housewares,Lifestyle,Nest,Nest-Canada,Nest-USA,Notebooks & Journals,Office,Waze,Clicked,Not Used,Used,성별,가입기간,총거래량,마지막거래주,일회성구매고객,거주지역,클러스터
USER_0680,42.6185975,1.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.5,남,24,8,12,1,Chicago,0
USER_0681,84.71688521739131,1.391304347826087,0.0,0.0,0.28125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.3125,0.0,0.0,0.0,0.46875,0.25,0.28125,여,17,23,51,1,Chicago,0
USER_0682,53.80839394736842,2.973684210526316,0.0,0.0,0.0530973451327433,0.0619469026548672,0.0176991150442477,0.2035398230088495,0.0,0.0,0.0,0.1946902654867256,0.0,0.0,0.168141592920354,0.0,0.2566371681415929,0.0442477876106194,0.6548672566371682,0.0353982300884955,0.3097345132743362,남,46,38,29,0,California,0
USER_0683,113.43061333333333,2.5,0.0,0.0,0.0666666666666666,0.1333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.6,0.0,0.4,남,49,6,34,0,California,0
USER_0684,27.444104,1.4,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.4285714285714285,0.4285714285714285,여,40,5,30,0,New York,1
USER_0685,31.42828105263158,3.684210526315789,0.0,0.0,0.1142857142857142,0.0428571428571428,0.0,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.4571428571428571,0.0,0.4428571428571428,0.5142857142857142,0.0428571428571428,여,20,19,49,0,New York,0
USER_0686,159.39342222222223,79.88888888888889,0.0,0.0,0.0013908205841446,0.1571627260083449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069541029207232,0.0,0.8344923504867872,0.0,0.0834492350486787,0.0792767732962447,0.8372739916550765,여,8,9,42,1,New Jersey,2
USER_0687,121.32937,48.5625,0.0,0.0,0.0,0.0,0.0,0.2818532818532818,0.0,0.0,0.0,0.0,0.0,0.0025740025740025,0.0154440154440154,0.0,0.7001287001287001,0.0,0.4942084942084942,0.0115830115830115,0.4942084942084942,남,9,16,3,1,New Jersey,2
USER_0688,19.69706,1.125,0.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,남,16,8,30,1,New Jersey,0
USER_0689,92.18570736842103,41.1578947368421,0.0,0.0,0.0179028132992327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012787723785166,0.0,0.0063938618925831,0.0,0.9744245524296676,0.0,0.0102301790281329,0.7762148337595908,0.2135549872122762,여,35,19,47,1,Chicago,2
USER_0690,37.49845363636364,2.145454545454545,0.0,0.0,0.2288135593220339,0.0423728813559322,0.0,0.0169491525423728,0.0,0.0084745762711864,0.0,0.0084745762711864,0.0,0.0169491525423728,0.1101694915254237,0.0,0.5677966101694916,0.0,0.423728813559322,0.1101694915254237,0.4661016949152542,여,43,55,25,0,New Jersey,0
USER_0691,76.58599425000001,1.4125,0.0,0.0088495575221238,0.1769911504424778,0.0,0.0088495575221238,0.0,0.0,0.0176991150442477,0.0,0.0088495575221238,0.0619469026548672,0.0,0.4424778761061947,0.0,0.0884955752212389,0.1858407079646017,0.4867256637168141,0.2300884955752212,0.2831858407079646,여,29,80,46,0,Chicago,0
USER_0692,69.7119625,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.4,0.0,0.6,여,30,4,25,1,Chicago,1
USER_0693,14.258509375,1.5,0.0,0.0,0.3333333333333333,0.0833333333333333,0.25,0.0416666666666666,0.0,0.0416666666666666,0.0,0.125,0.0,0.0,0.0416666666666666,0.0,0.0833333333333333,0.0,0.25,0.1666666666666666,0.5833333333333334,남,28,16,28,1,New York,1
USER_0694,61.21064814814815,2.740740740740741,0.0,0.0,0.0945945945945946,0.0675675675675675,0.054054054054054,0.054054054054054,0.0,0.0,0.0,0.1081081081081081,0.0,0.0135135135135135,0.1756756756756756,0.054054054054054,0.3783783783783784,0.0,0.5,0.0945945945945946,0.4054054054054054,여,36,27,1,1,New Jersey,0
USER_0695,49.29026536585366,1.2439024390243902,0.0,0.0,0.2941176470588235,0.0,0.0,0.196078431372549,0.0,0.0392156862745098,0.0,0.1372549019607843,0.0980392156862745,0.0,0.196078431372549,0.0,0.0392156862745098,0.0,0.3725490196078431,0.2549019607843137,0.3725490196078431,남,2,41,40,1,California,0
USER_0696,6.379600000000001,1.2857142857142858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,여,48,7,38,0,New Jersey,0
USER_0697,28.931665454545456,14.0,0.0,0.0,0.0129870129870129,0.0779220779220779,0.0,0.1948051948051948,0.0,0.0,0.0,0.6493506493506493,0.0,0.0,0.0,0.0,0.0649350649350649,0.0,0.6948051948051948,0.1298701298701298,0.1753246753246753,남,34,11,39,1,Chicago,3
USER_0698,63.194096888888886,2.311111111111111,0.0096153846153846,0.0,0.1057692307692307,0.048076923076923,0.0,0.1826923076923076,0.0,0.0,0.0,0.0576923076923076,0.0096153846153846,0.0096153846153846,0.2403846153846154,0.0,0.3365384615384615,0.0,0.6826923076923077,0.0961538461538461,0.2211538461538461,여,19,45,41,0,Chicago,3
USER_0699,65.57770000000001,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,여,41,6,12,1,California,0
USER_0700,19.3438,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,여,20,2,20,0,New Jersey,3
USER_0701,121.440614,8.1,0.0,0.0,0.0,0.691358024691358,0.0,0.0,0.0,0.0,0.0,0.0493827160493827,0.037037037037037,0.0,0.0246913580246913,0.0123456790123456,0.1851851851851851,0.0,0.1111111111111111,0.1975308641975308,0.691358024691358,여,11,10,47,0,Washington DC,1
USER_0702,44.62357466666666,11.733333333333333,0.0,0.0,0.0284090909090909,0.0,0.0056818181818181,0.0,0.0,0.0056818181818181,0.0,0.0,0.0,0.0,0.0284090909090909,0.0,0.9318181818181818,0.0,0.9602272727272728,0.0113636363636363,0.0284090909090909,여,37,15,15,1,Chicago,3
USER_0703,158.06147,17.719298245614034,0.0,0.0,0.0425742574257425,0.0004950495049504,0.0,0.1014851485148514,0.0,0.4232673267326732,0.0,0.0757425742574257,0.0,0.0,0.0341584158415841,0.0029702970297029,0.3193069306930693,0.0,0.2836633663366336,0.0841584158415841,0.6321782178217822,남,33,114,48,0,Chicago,1
USER_0704,4.11968,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,여,45,4,33,0,Chicago,1
USER_0705,36.45446666666667,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,여,41,3,51,1,New Jersey,3
USER_0706,0.39864,1.95,0.0769230769230769,0.0,0.3076923076923077,0.0256410256410256,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5641025641025641,0.0,0.3846153846153846,0.0769230769230769,0.5384615384615384,남,19,20,48,1,California,0
USER_0707,26.755746666666667,1.2222222222222223,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.6363636363636364,0.1818181818181818,0.1818181818181818,남,29,9,25,1,New Jersey,3
USER_0708,2.574253333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,남,16,3,27,1,Chicago,1
USER_0709,32.570294090909094,5.227272727272728,0.0,0.0,0.1478260869565217,0.0347826086956521,0.0,0.0695652173913043,0.0,0.008695652173913,0.0,0.008695652173913,0.0,0.0,0.017391304347826,0.0,0.7130434782608696,0.0,0.2869565217391304,0.4695652173913043,0.2434782608695652,남,40,22,15,1,California,0
USER_0710,13.6046416,1.12,0.0,0.0,0.4285714285714285,0.0714285714285714,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0714285714285714,0.0,0.5714285714285714,0.1428571428571428,0.2857142857142857,남,41,25,42,0,Washington DC,0
USER_0711,102.46154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,여,15,2,44,1,California,0
USER_0712,68.43399071428573,9.035714285714286,0.0,0.0,0.0592885375494071,0.0039525691699604,0.0,0.5968379446640316,0.0,0.0,0.0,0.2964426877470356,0.0079051383399209,0.0,0.0355731225296442,0.0,0.0,0.0,0.3596837944664031,0.0079051383399209,0.6324110671936759,남,11,28,42,0,New York,1
USER_0713,16.18046363636364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0909090909090909,0.2727272727272727,여,7,11,13,0,California,0
USER_0714,156.4258,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.5714285714285714,0.4285714285714285,여,26,5,41,1,California,1
USER_0715,8.57341875,1.8125,0.0,0.0,0.1034482758620689,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,0.0,0.0344827586206896,0.0344827586206896,0.1379310344827586,0.4827586206896552,0.2068965517241379,0.1034482758620689,0.6896551724137931,여,28,16,24,0,Chicago,1
USER_0716,82.5932425,1.25,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.5,0.3,0.2,여,37,8,49,1,Chicago,0
USER_0717,53.15655,1.0625,0.1176470588235294,0.0,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.0,0.0588235294117647,0.0,0.3529411764705882,0.0,0.6470588235294118,0.0588235294117647,0.2941176470588235,남,42,16,44,1,Washington DC,0
USER_0718,47.901901149425285,6.35632183908046,0.0,0.0,0.0705244122965642,0.0036166365280289,0.0,0.3508137432188065,0.0,0.0,0.0,0.0632911392405063,0.0090415913200723,0.0,0.0379746835443038,0.0,0.4647377938517179,0.0,0.5370705244122965,0.1573236889692585,0.3056057866184448,여,23,87,50,0,New Jersey,0
USER_0719,97.35293294117646,1.4705882352941178,0.0,0.0,0.28,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.48,0.0,0.08,0.0,0.4,0.16,0.44,남,40,17,48,0,New York,0
USER_0720,5.516103333333334,2.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.5833333333333334,0.0,0.4583333333333333,0.0833333333333333,0.4583333333333333,여,2,12,23,1,California,0
USER_0721,74.91679647058824,1.2941176470588236,0.0,0.0,0.3636363636363636,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0454545454545454,0.0,0.0454545454545454,0.4545454545454545,0.0,0.0,0.0,0.6363636363636364,0.0,0.3636363636363636,여,45,17,3,1,Chicago,0
USER_0722,138.329026,1.9,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.631578947368421,0.0,0.0,0.0,0.3684210526315789,0.1578947368421052,0.4736842105263157,여,40,10,38,1,California,0
USER_0723,88.45620000000001,1.1666666666666667,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.1428571428571428,0.5714285714285714,0.2857142857142857,여,22,6,29,1,Chicago,0
USER_0724,32.51260666666667,1.3888888888888888,0.12,0.0,0.24,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.04,0.12,0.0,0.36,0.0,0.84,0.08,0.08,여,36,18,49,1,Chicago,3
USER_0725,67.53460625,6.6,0.0,0.0,0.0378787878787878,0.0037878787878787,0.0378787878787878,0.0151515151515151,0.0,0.0,0.0189393939393939,0.0378787878787878,0.0,0.0,0.0643939393939393,0.2083333333333333,0.5757575757575758,0.0,0.4166666666666667,0.2765151515151515,0.3068181818181818,여,37,40,29,0,Chicago,0
USER_0726,55.41206190476191,3.523809523809524,0.0,0.0,0.8108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1216216216216216,0.0,0.027027027027027,0.0405405405405405,0.4864864864864865,0.0675675675675675,0.4459459459459459,남,10,21,26,0,California,0
USER_0727,44.62914290909091,4.509090909090909,0.0,0.0,0.1088709677419354,0.0080645161290322,0.1048387096774193,0.2016129032258064,0.0,0.0,0.0,0.1048387096774193,0.0080645161290322,0.0,0.0685483870967741,0.1209677419354838,0.2741935483870967,0.0,0.782258064516129,0.0443548387096774,0.1733870967741935,여,36,55,39,0,California,3
USER_0728,61.69208960000001,4.76,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.042016806722689,0.0168067226890756,0.5630252100840336,0.0,0.4705882352941176,0.0756302521008403,0.453781512605042,남,50,25,15,1,California,0
USER_0729,14.254405263157896,1.2105263157894737,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0,0.0,0.1304347826086956,0.0,0.1304347826086956,0.0434782608695652,0.4347826086956521,0.1304347826086956,0.4347826086956521,여,3,19,35,0,New York,0
USER_0730,17.08374514285714,2.657142857142857,0.0,0.0,0.2150537634408602,0.0,0.0,0.032258064516129,0.0,0.2150537634408602,0.0,0.075268817204301,0.0,0.0,0.010752688172043,0.043010752688172,0.3978494623655914,0.010752688172043,0.5376344086021505,0.3870967741935484,0.075268817204301,남,32,35,41,0,California,0
USER_0731,82.07411409836065,3.459016393442623,0.0,0.0,0.1706161137440758,0.0,0.0,0.0995260663507109,0.0,0.0,0.0,0.0,0.0473933649289099,0.0,0.1232227488151658,0.4739336492890995,0.0853080568720379,0.0,0.7203791469194313,0.0189573459715639,0.2606635071090047,남,40,61,36,1,California,3
USER_0732,31.94302307692308,4.666666666666667,0.0,0.0,0.1593406593406593,0.0054945054945054,0.0,0.0714285714285714,0.0054945054945054,0.1263736263736263,0.0,0.3131868131868132,0.0,0.0,0.0274725274725274,0.0054945054945054,0.2857142857142857,0.0,0.2967032967032967,0.1373626373626373,0.5659340659340659,여,2,39,37,0,Chicago,1
USER_0733,84.37090333333335,18.666666666666668,0.0,0.0,0.0,0.9464285714285714,0.0,0.0,0.0,0.0535714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0714285714285714,남,25,3,4,1,Chicago,0
USER_0734,42.30649,5.5,0.0,0.0,0.1657754010695187,0.0802139037433155,0.0,0.1336898395721925,0.0,0.0053475935828877,0.0,0.0802139037433155,0.0,0.0106951871657754,0.0481283422459893,0.0267379679144385,0.4385026737967914,0.0106951871657754,0.6149732620320856,0.0374331550802139,0.3475935828877005,여,19,34,9,1,New Jersey,0
USER_0735,39.022452,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.8,0.0,0.2,남,12,5,9,1,California,3
USER_0736,101.39207608919382,7.042881646655232,0.0034096444227959,0.0002435460301997,0.1617145640526059,0.0180224062347783,0.0038967364831953,0.2635168046760838,0.0004870920603994,0.0029225523623964,0.0038967364831953,0.0506575742815392,0.0077934729663906,0.0017048222113979,0.0530930345835362,0.1388212372138334,0.2883584997564539,0.0014612761811982,0.6580613735996104,0.071602532878714,0.2703360935216756,여,40,583,50,0,Chicago,4
USER_0737,16.87569,1.588235294117647,0.0,0.0,0.7037037037037037,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.1851851851851851,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.5185185185185185,0.1111111111111111,0.3703703703703703,여,47,17,27,0,Chicago,0
USER_0738,31.160000000000004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,여,28,1,36,1,California,3
USER_0739,43.78615724137931,1.3793103448275863,0.0,0.0,0.525,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.175,0.0,0.175,0.025,0.525,0.1,0.375,남,45,29,32,1,Chicago,0
USER_0740,6.834030000000002,7.333333333333333,0.0,0.0,0.0,0.3636363636363636,0.3181818181818182,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363636363636,0.0,0.6363636363636364,여,48,3,15,1,California,1
USER_0741,52.71455314285714,6.6,0.0,0.0,0.0216450216450216,0.0043290043290043,0.0,0.1818181818181818,0.0,0.0,0.0,0.0346320346320346,0.0,0.0,0.0692640692640692,0.0,0.6883116883116883,0.0,0.2554112554112554,0.1428571428571428,0.6017316017316018,여,30,35,13,0,California,1
USER_0742,102.07011902439024,1.7073170731707317,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0142857142857142,0.1428571428571428,0.0,0.4428571428571428,0.0,0.3285714285714285,0.0,0.4857142857142857,0.0571428571428571,0.4571428571428571,여,47,41,42,1,Chicago,0
USER_0743,26.044454117647064,1.7058823529411764,0.0,0.0,0.5172413793103449,0.0,0.0,0.1379310344827586,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.2413793103448276,0.0344827586206896,0.0344827586206896,0.0,0.3103448275862069,0.1724137931034483,0.5172413793103449,여,15,17,32,1,California,1
USER_0744,6.410760000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,남,48,5,14,1,California,3
USER_0745,93.06442,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.2,남,48,5,1,1,California,3
USER_0746,322.6895147169811,40.75471698113208,0.0,0.0,0.1416666666666666,0.4222222222222222,0.0023148148148148,0.024537037037037,0.0,0.0555555555555555,0.0,0.0111111111111111,0.0,0.0,0.0152777777777777,0.0,0.3273148148148148,0.0,0.6337962962962963,0.2055555555555555,0.1606481481481481,여,29,53,6,1,Washington DC,2
USER_0747,64.47088166666667,1.6666666666666667,0.0,0.0,0.55,0.1,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.8,0.05,0.15,여,46,12,11,1,California,3
USER_0748,55.68053145454546,6.1454545454545455,0.0,0.0,0.0576923076923076,0.0606508875739644,0.0162721893491124,0.3032544378698225,0.0029585798816568,0.0029585798816568,0.0,0.0192307692307692,0.0,0.0,0.059171597633136,0.0059171597633136,0.4718934911242604,0.0,0.363905325443787,0.2026627218934911,0.4334319526627219,여,32,110,20,0,California,0
USER_0749,69.08418883333334,2.341666666666667,0.0035587188612099,0.0,0.199288256227758,0.0177935943060498,0.0106761565836298,0.0818505338078291,0.0,0.0,0.0,0.0035587188612099,0.0320284697508896,0.0035587188612099,0.199288256227758,0.0,0.4377224199288256,0.0106761565836298,0.5800711743772242,0.1281138790035587,0.2918149466192171,여,35,120,48,0,New Jersey,0
USER_0750,46.61344,1.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.4285714285714285,남,2,7,19,1,New York,0
USER_0751,46.459198750000006,1.5625,0.0,0.0,0.68,0.24,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.16,0.64,남,32,16,3,1,New York,1
USER_0752,139.0887,1.3333333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.6875,0.0,0.0,0.0625,0.5,0.125,0.375,남,30,12,46,1,Chicago,0
USER_0753,122.674495,5.625,0.0,0.0,0.0888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1777777777777777,0.0,0.7333333333333333,0.0,0.2,0.0,0.8,남,37,8,24,1,California,1
USER_0754,1.3607049999999998,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.5,0.125,0.375,여,38,8,32,1,New York,0
USER_0755,75.7595625,9.541666666666666,0.0043668122270742,0.0,0.0218340611353711,0.0,0.0043668122270742,0.0,0.0,0.0043668122270742,0.0,0.8908296943231441,0.0,0.0,0.0524017467248908,0.0,0.0218340611353711,0.0,0.0480349344978165,0.6812227074235808,0.2707423580786026,남,24,24,43,0,Washington DC,1
USER_0756,47.40107191176471,3.389705882352941,0.0,0.0,0.1388286334056399,0.0195227765726681,0.1149674620390455,0.2885032537960954,0.0,0.0173535791757049,0.0,0.0629067245119305,0.0108459869848156,0.0,0.1019522776572668,0.0108459869848156,0.2342733188720173,0.0,0.5379609544468547,0.175704989154013,0.2863340563991323,여,10,136,38,0,California,0
USER_0757,243.5892,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,남,9,1,15,1,California,3
USER_0758,54.34658285714286,7.904761904761905,0.0,0.0,0.0602409638554216,0.036144578313253,0.0,0.0421686746987951,0.0,0.0,0.0,0.2469879518072289,0.0,0.0,0.0602409638554216,0.0,0.5542168674698795,0.0,0.4518072289156626,0.3975903614457831,0.1506024096385542,남,30,21,22,0,California,0
USER_0759,60.271056,1.75,0.0,0.0,0.1428571428571428,0.0857142857142857,0.0,0.0285714285714285,0.1142857142857142,0.0285714285714285,0.0,0.1428571428571428,0.0,0.0,0.2285714285714285,0.0,0.2285714285714285,0.0,0.3142857142857143,0.3714285714285714,0.3142857142857143,남,50,20,24,0,California,0
USER_0760,83.61207043478261,1.7391304347826086,0.0,0.0,0.225,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.075,0.225,0.0,0.425,0.1,0.475,여,38,23,24,1,New Jersey,0
USER_0761,100.51805714285716,1.5714285714285714,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.5454545454545454,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.8181818181818182,남,4,7,37,1,Chicago,1
USER_0762,121.71828333333332,1.2708333333333333,0.0,0.0,0.0983606557377049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180327868852459,0.0,0.7213114754098361,0.0,0.0,0.0,0.3934426229508196,0.1967213114754098,0.4098360655737705,남,27,48,47,1,Chicago,0
USER_0763,22.55373375,2.375,0.0,0.0,0.3421052631578947,0.131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.8157894736842105,0.0526315789473684,0.131578947368421,여,49,16,49,1,California,3
USER_0764,37.93087666666667,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,남,6,6,39,0,California,0
USER_0765,49.16219811764706,5.105882352941176,0.0,0.0,0.0967741935483871,0.1175115207373272,0.0,0.1359447004608295,0.0,0.0138248847926267,0.0,0.2235023041474654,0.0,0.0046082949308755,0.0576036866359447,0.0460829493087557,0.304147465437788,0.0,0.532258064516129,0.1152073732718894,0.3525345622119815,여,17,85,10,0,Chicago,0
USER_0766,48.03710980392157,1.3333333333333333,0.0,0.0,0.3235294117647059,0.0441176470588235,0.0,0.0294117647058823,0.0,0.0,0.0,0.1911764705882352,0.1176470588235294,0.0,0.2647058823529412,0.0,0.0294117647058823,0.0,0.5294117647058824,0.088235294117647,0.3823529411764705,남,27,51,40,1,Chicago,0
USER_0767,59.47770444444445,4.888888888888889,0.0,0.0,0.1590909090909091,0.0,0.0,0.0,0.0227272727272727,0.7954545454545454,0.0,0.0,0.0,0.0,0.0227272727272727,0.0,0.0,0.0,0.9090909090909092,0.0227272727272727,0.0681818181818181,여,34,9,34,1,California,3
USER_0768,142.1669357142857,1.9285714285714288,0.0,0.0,0.0925925925925925,0.0185185185185185,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1481481481481481,0.0,0.5185185185185185,0.0,0.0,0.0,0.4629629629629629,0.074074074074074,0.4629629629629629,남,24,28,47,1,New York,0
USER_0769,46.0261344,4.52,0.0,0.0,0.1238938053097345,0.0,0.0,0.4601769911504424,0.0176991150442477,0.0,0.0,0.2831858407079646,0.0,0.0,0.0530973451327433,0.0,0.0619469026548672,0.0,0.4778761061946903,0.3716814159292035,0.1504424778761062,남,39,25,18,1,Chicago,0
USER_0770,37.21043230769231,1.1538461538461535,0.0,0.0,0.2333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0333333333333333,0.0,0.0666666666666666,0.2666666666666666,0.0,0.3,0.0333333333333333,0.5333333333333333,0.1666666666666666,0.3,남,28,26,23,1,California,0
USER_0771,78.80221385964913,4.421052631578948,0.0,0.0,0.0714285714285714,0.0079365079365079,0.0,0.0873015873015873,0.0,0.0158730158730158,0.0,0.0,0.0,0.0,0.1269841269841269,0.0595238095238095,0.6309523809523809,0.0,0.4325396825396825,0.1269841269841269,0.4404761904761904,여,4,57,27,1,New York,0
USER_0772,63.77688298701299,5.363636363636363,0.0012106537530266,0.0,0.0774818401937046,0.0181598062953995,0.0,0.0242130750605326,0.0,0.0036319612590799,0.0121065375302663,0.1513317191283293,0.0,0.0,0.0799031476997578,0.1053268765133172,0.5242130750605327,0.0024213075060532,0.513317191283293,0.0968523002421307,0.3898305084745763,여,40,154,29,1,Chicago,0
USER_0773,44.818984761904765,4.190476190476191,0.0,0.0,0.1818181818181818,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.034090909090909,0.0,0.0,0.0909090909090909,0.0,0.5113636363636364,0.0,0.5,0.1704545454545454,0.3295454545454545,여,14,21,39,0,Chicago,0
USER_0774,-3.2472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,여,23,1,20,1,Chicago,1
USER_0775,4.155287499999999,7.875,0.0,0.0,0.1269841269841269,0.0,0.0,0.0317460317460317,0.0,0.0,0.0,0.7936507936507936,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.1428571428571428,0.8095238095238095,0.0476190476190476,여,18,8,23,1,New York,0
